,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0001701,GO:0001701,in utero embryonic development,97/812,2.04E-05,0.000287506,0.000198106,SOX8/APBA2/PRDM1/EPN1/CASP8/FGFR2/ATP11A/PTPN18/GLI2/FGFR1/NCOA1/HM13/FOXF1/STK3/ELL/ETV2/GLI3/KDM4C/GATA3/ZMIZ1/SOX6/MDFI/HAND1/SLC5A7/PPP4R4/TWIST1/SNAI1/DSC3/PDGFRA/TBX3/ACVR1B/EMX1/NMT1/SKIL/LMX1B/ADAM10/CMTM3/ETNK2/GNA12/EGFR/PRDM14/NOTCH1/ST8SIA6/ST14/ITGB1/PTPRR/CMIP/ANGPT1/WNT3A/FLCN/ADAMTS3/MYO1E/HS3ST6/ADCY9/CAPN2/MSX1/EOMES/HAND2/SOX17/SMAD3/ANKRD11/NXN/TM4SF1/ZFPM2/CHST11/HOPX/ARNT2/HES3/GRB2/PHLDA2/ASCL2/SOCS3/HSF1/PTCH1/RXRA/PLCD1/FOXD3/FBLL1/GJB3/MAFG/MYH6/SOX18/ARHGDIG/GRHL2/NEK2/OVOL2/LIF/PNLDC1/PLCD3/ELF3/IHH/SPIC/KRT8/KRT19/FOSL1/WNT7B/GJB5,97
GO:0015893,GO:0015893,drug transport,60/812,2.05E-05,0.000287815,0.000198319,SYT7/SLC11A1/ABCC2/SYT1/GAL/CHRNA3/OPRK1/HBQ1/SLC17A6/NTSR1/CHRNA4/SLC32A1/SLC7A5/SLC6A2/SLC17A7/SYT10/RGS4/CNR1/SLC25A2/GHSR/SYT5/SLC7A10/RTBDN/SYT6/TCN1/STRA6/SLC13A5/SLC6A3/SLC47A1/NR1I2/SNCA/SLC22A3/CRH/DRD2/UCN/SLC6A20/NGB/SLC18A2/SLC6A5/GALR1/GDNF/SLC25A22/MAPK15/NPY2R/SLC6A17/SLC44A4/HBM/SYT3/SLC5A8/SYT13/SLC4A11/SLC52A3/SLC6A8/SYT8/SLC7A11/AQP5/AMN/RAB3B/HBA2/HBA1,60
GO:0050731,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,57/812,2.07E-05,0.000290514,0.000200179,ISL1/CNTN1/CD44/TNK2/TNFRSF1A/FGF10/NOX4/PTK6/ANGPT4/EHD4/FGF8/IL23A/THBS4/EPHA4/ARHGEF2/ADRA1A/FLT3/EPO/EGF/TSLP/IL18/BMP6/ANGPT1/LRRK1/WNT3A/NRG1/ACE/TAL1/GREM1/GRM5/LEP/DOK7/BDNF/STAP2/CSF1R/EFNA5/SOCS3/HSF1/NTF3/CCK/SEMA4D/SRC/LYN/ITGB3/SRCIN1/ERBB3/PTPRC/AREG/EREG/LIF/CD36/NCF1/EFNA1/HCLS1/ALKAL1/CD3E/TNF,57
GO:0015800,GO:0015800,acidic amino acid transport,26/812,2.14E-05,0.000298844,0.000205919,SYT1/RIMS1/SLC17A6/HRH3/NTSR1/SLC17A7/GIPC1/SNAP25/LRRC8A/PPFIA4/SNCA/SLC6A1/NPY5R/AVPR1A/CPLX1/TRH/LRRC8C/LRRC8D/SLC25A22/CCK/GRM7/NF1/P2RX7/STX1A/KMO/SLC7A11,26
GO:0017156,GO:0017156,calcium-ion regulated exocytosis,26/812,2.14E-05,0.000298844,0.000205919,CACNA1G/BAIAP3/SYT7/SYT1/RIMS1/STX1B/CACNA1I/RIMS4/SYT10/GNAI2/SYT5/UNC13A/SYT6/NOTCH1/SYN2/KCNB1/CDK5R2/RIMS2/RPH3AL/HYAL3/CACNA1H/SYT3/SCIN/SYT13/STX1A/SYT8,26
GO:0002028,GO:0002028,regulation of sodium ion transport,31/812,2.25E-05,0.000312879,0.000215589,HECW1/CNTN1/PKP2/TESC/NOS1/FXYD3/SLC9A1/NKAIN4/FGF12/WNK4/ATP1B2/SIK1/OSR1/DRD2/FXYD4/ANK3/GPD1L/SPTBN4/ATP1A1/WNK2/NETO1/PRKCE/SLC8A1/NKX2-5/NKAIN3/STK39/FXYD7/PRSS8/PTPN3/P2RX7/ATP1B1,31
GO:0048639,GO:0048639,positive regulation of developmental growth,55/812,2.32E-05,0.000321905,0.000221808,CACNA2D2/FGFR2/SYT1/FGFR1/RIMS1/TBX5/FGF9/CACNG7/AGR2/FGF8/RASAL1/TBX2/GHSR/LRP1/MACF1/MYOD1/UNC13A/MAP1B/ATP8A2/NGF/NTRK3/SLC6A3/NOTCH1/PAK1/DRD2/POU4F2/WNT3A/SPTBN4/TBX20/ISLR2/ZFPM2/DSCAM/BCL2/LEP/SH3PXD2B/RIMS2/BDNF/BASP1/CDH4/EFNA5/WT1/HSF1/MAPT/SEMA4D/AGRN/ITSN2/DLL1/SMURF1/BMPR2/SYT3/ACTN3/CYFIP1/PLS1/SASH3/CRABP2,55
GO:0072091,GO:0072091,regulation of stem cell proliferation,27/812,2.35E-05,0.000325669,0.000224403,PAX6/SIRT6/FERMT1/GLI3/NR2E1/TBX3/SIX3/DMRTA2/NOTCH1/VAX1/DRD2/HMGA2/VEGFC/ACE/TERT/SHH/SOX17/LTBP3/OTP/OVOL1/SOX11/NF1/SOX18/PTPRC/EPCAM/OVOL2/CX3CR1,27
GO:0051668,GO:0051668,localization within membrane,33/812,2.39E-05,0.000330413,0.000227671,ITGAL/SEC31B/SAR1A/MADCAM1/SEC23B/CACNG7/DVL1/NRXN2/ITGA4/DOCK2/RAC1/ITGB7/CDH13/CACNG8/DLG2/THY1/MIA3/LHFPL4/ITGB2/GRIK2/CDH2/MAL/CNIH2/NRXN1/MAGI2/SHISA7/AGRN/SHISA6/CACNG3/PTPRC/APOE/ATP1B1/SLC7A11,33
GO:0032330,GO:0032330,regulation of chondrocyte differentiation,22/812,2.45E-05,0.00033761,0.00023263,GLI2/GLI3/NKX3-2/ZBTB16/SOX6/EFEMP1/RUNX2/BMP4/SOX9/ADAMTS12/BMP6/GDF6/PKDCC/GREM1/SMAD3/LTBP3/AXIN2/SHOX2/ANXA2/HOXA11/SCIN/RFLNA,22
GO:2000179,GO:2000179,positive regulation of neural precursor cell proliferation,22/812,2.45E-05,0.00033761,0.00023263,PAX6/GLI2/LHX5/GLI3/LHX2/PITX3/NR2E1/GNAI2/EGF/ASCL1/DMRTA2/NOTCH1/DRD2/VEGFC/WNT3A/SHH/OTP/INSM1/GJC2/LYN/LHX1/CX3CR1,22
GO:0061337,GO:0061337,cardiac conduction,46/812,2.47E-05,0.00033854,0.000233271,CACNA1G/CACNA2D2/KCNQ1/KCNH2/PKP2/NOS1/FXYD3/SLC9A1/ITPR3/CACNG7/PDE4D/TNNI3K/SLC8A2/ITPR2/ATP1B2/KCNA5/CACNG6/TRPM4/CACNG8/CORIN/ANK2/FXYD4/CACNA2D4/CACNA1C/CACNA2D3/SPTBN4/NPPC/ATP1A1/CACNB2/STIM1/KCNK3/KCNE1/SLC8A1/NKX2-5/KCNJ12/KCNIP4/RYR1/RYR2/RYR3/MIR1-1/FXYD7/CACNG3/ACE2/ATP1A4/KCNK1/ATP1B1,46
GO:0043266,GO:0043266,regulation of potassium ion transport,36/812,2.47E-05,0.00033854,0.000233271,KCNG1/KCNQ1/KCNH2/KCNAB2/GAL/ACTN2/OPRK1/NOS1/GCK/KCNA1/RGS4/KCNS1/WNK4/KCNC1/ATP1B2/KCNA5/DPP6/MTNR1B/ADCYAP1/ANK2/DRD2/ANK3/KCNS2/WNK2/KCNC2/NETO1/DPP10/KCNE1/GALR2/LRRC55/KCNIP4/WWP2/STK39/MIR1-1/ATP1B1/KEL,36
GO:0060602,GO:0060602,branch elongation of an epithelium,12/812,2.50E-05,0.000341132,0.000235057,FGFR2/FGF10/ESR1/FGF1/BMP4/SOX9/HOXD13/SPRY2/SPRY1/SHH/SIX4/AREG,12
GO:0072234,GO:0072234,metanephric nephron tubule development,12/812,2.50E-05,0.000341132,0.000235057,SOX8/WWTR1/ACAT1/PAX2/CALB1/SOX9/PAX8/OSR1/FAT4/POU3F3/LIF/WNT7B,12
GO:0038127,GO:0038127,ERBB signaling pathway,45/812,2.56E-05,0.000348777,0.000240325,MATK/BCAR1/EPN1/PTPN18/DGKD/HSP90AA1/LGMN/MMP9/PTK6/ARHGEF7/AGR2/GAB1/CBLB/STAM2/EFEMP1/SOX9/IFI6/SPRY2/PLCE1/EGF/PDE6H/CDH13/CBLC/EGFR/FAM83A/PTPRR/PRKCA/NRG1/NRG2/SPRY1/GRB2/SLC30A10/SRC/GPRC5A/ERBB3/PTPN3/CEACAM1/AREG/EREG/GRB7/NCF1/FAM83B/SH3TC2/BTC/PDE6G,45
GO:0031646,GO:0031646,positive regulation of nervous system process,25/812,2.65E-05,0.000359852,0.000247956,RIMS1/IGSF9B/STX1B/NTSR1/DVL1/CUX2/TNR/RGS4/MTNR1B/SHANK1/SHANK2/CARTPT/NETO1/PTAFR/BAIAP2/RIMS2/GRIN1/NRXN1/CCK/MAG/STX1A/NMU/MYRF/ITGAX/ZNF488,25
GO:0072347,GO:0072347,response to anesthetic,29/812,2.69E-05,0.000364235,0.000250976,TAC1/F7/OPRK1/GNAO1/DNMT3B/HOMER2/PITX3/HDAC5/OPRM1/RGS4/CNR1/FOSB/PRKCG/SLC6A3/SNCA/CRHBP/SDK1/CRH/DRD2/HNMT/ADCY8/TIAM1/SLC6A1/DRD5/TACR3/PRKCE/GRIN1/PENK/AIF1,29
GO:2000300,GO:2000300,regulation of synaptic vesicle exocytosis,29/812,2.69E-05,0.000364235,0.000250976,APBA2/SYT1/CAMK2A/RIMS1/DNM1L/STX1B/RIMS4/CHRNA4/NAPA/DVL1/P2RX1/CNR1/ADRA1A/GIPC1/PRKCG/CPLX2/DRD2/DGKI/ADCY1/CACNB2/PRKCB/CPLX1/RIMS2/CHRM2/BACE1/GRIN3A/STX1A/CHRNA5/ADORA2B,29
GO:1900181,GO:1900181,negative regulation of protein localization to nucleus,15/812,2.75E-05,0.000371553,0.000256019,CLDN18/POLR1A/FERMT1/SUFU/DCLK1/TRIM29/MFHAS1/ANGPT1/FLCN/PKIG/DCLK2/NF1/CD36/LILRB4/TRIM40,15
GO:0001660,GO:0001660,fever generation,8/812,2.78E-05,0.00037543,0.00025869,PTGER3/IL1A/CNR1/IL1B/EDNRB/TNFRSF11A/PTGS2/TNF,8
GO:0030279,GO:0030279,negative regulation of ossification,30/812,2.82E-05,0.000379668,0.000261611,HDAC4/SFRP1/HOXA2/SUFU/TWIST1/SOX9/GFRA4/TRPM4/KREMEN2/SMAD6/NOTCH1/SKI/LRP5/HAND2/GREM1/SMAD3/LTBP3/AXIN2/BCL2/PTCH1/SEMA4D/SMURF1/GDF10/AREG/ID1/TOB1/AHSG/CCR1/RFLNA/TNF,30
GO:1903078,GO:1903078,positive regulation of protein localization to plasma membrane,23/812,2.87E-05,0.000385335,0.000265515,EPHA3/SORBS1/ANXA13/CLIP3/AGR2/SPTBN1/RAMP3/LRP1/ARHGEF16/STAC2/EPHA2/STAC/EGFR/ITGB1/WNT3A/SQSTM1/CNST/PRKCE/DPP10/CIB1/ITGA3/PLS1/TNF,23
GO:0003143,GO:0003143,embryonic heart tube morphogenesis,26/812,2.92E-05,0.00039026,0.000268909,NDRG4/FGF8/SUFU/HAND1/TBX2/MICAL2/TBX3/LBX1/CCDC40/NOTCH1/TBX6/WNT3A/HAND2/TBX20/SHH/SOX17/SMAD3/NKX2-5/TBX1/RYR2/DLL1/SOX18/NOTO/OVOL2/FOXH1/IHH,26
GO:0061371,GO:0061371,determination of heart left/right asymmetry,26/812,2.92E-05,0.00039026,0.000268909,NDRG4/FGF8/SUFU/HAND1/TBX2/MICAL2/TBX3/LBX1/CCDC40/NOTCH1/TBX6/WNT3A/HAND2/TBX20/SHH/SOX17/SMAD3/DAND5/NKX2-5/TBX1/DLL1/SOX18/NOTO/OVOL2/FOXH1/IHH,26
GO:0006029,GO:0006029,proteoglycan metabolic process,33/812,3.07E-05,0.000409115,0.000281901,EXTL3/COL11A1/GPC1/XYLT1/IMPAD1/B3GAT1/UST/HS3ST2/CHST8/HS3ST3B1/IDUA/NCAN/BCAN/CHST12/COL2A1/CSGALNACT1/TCF7L2/ADAMTS12/ACAN/HS3ST6/EGFLAM/CYTL1/CANT1/CHST11/GAL3ST3/CHST15/EXT1/HS6ST3/BMPR2/IHH/NDNF/FOXL1/HS3ST5,33
GO:0006939,GO:0006939,smooth muscle contraction,37/812,3.09E-05,0.000411879,0.000283806,CD38/TBXA2R/PTGER3/CHRNA3/COMP/P2RX1/PDE4D/TACR1/ADRA1A/GHSR/DOCK4/MYH11/EDNRB/PLCE1/DOCK5/HTR7/DRD2/KCNMA1/TPCN2/GDNF/NPNT/PTAFR/TACR3/ADRA1B/SSTR2/CHRM2/NEUROG1/SLC8A1/SETD3/PLA2G6/NPY2R/P2RX2/PTGS2/NMU/ADORA2B/HTR1D/TIFAB,37
GO:0044344,GO:0044344,cellular response to fibroblast growth factor stimulus,45/812,3.11E-05,0.000412949,0.000284543,CD44/GPC1/FGFR2/FGF10/FGF22/FGF4/FGFR1/FGF9/MAPK3/SFRP1/GATA3/FGF8/COL1A1/SMOC2/FGF1/FGF12/RUNX2/FGFRL1/KL/SPRY2/FGF5/SNCA/STAR/PRDM14/CREB3L1/FGF19/SPRY1/OTX2/HNRNPF/SHCBP1/FAM20C/GRB2/EGR3/TBX1/FLRT2/FGF3/SPRY4/FAT4/MIR1-1/TRIM71/LHX1/ESRP2/ESRP1/CCL2/FGFBP1,45
GO:0043647,GO:0043647,inositol phosphate metabolic process,27/812,3.16E-05,0.000419095,0.000288778,MTMR7/INPP5A/IP6K2/SYNJ2/MTMR2/ITPK1/NTSR1/MINPP1/ITPKA/PLCB2/LHCGR/PLCE1/SNCA/PLCH2/PLCB3/INPP1/PLCL2/PTAFR/NUDT4/GALR2/PLCD1/HRH1/PLCH1/PLEK/CD244/PLCD3/PLD4,27
GO:0007265,GO:0007265,Ras protein signal transduction,112/812,3.18E-05,0.000420822,0.000289968,TRIO/PREX2/USP28/RASGRF1/PSD/NGEF/RASSF1/FGF10/MAP4K4/ARHGEF10L/CELSR1/PLD1/ARHGEF1/MAPKAPK5/ARHGEF7/ARHGEF10/ARHGEF18/RASIP1/MET/RAPGEF1/ARHGEF17/KCTD10/RASAL1/RASGRF2/ARHGEF2/TRIM67/MAPKAP1/ADRA1A/STAMBP/CDKN1A/MCF2L/EPO/ARHGEF16/VAV3/NGF/ARHGEF4/SPRY2/RAC1/MMD2/PLCE1/RHOF/CDH13/KSR1/RAB40B/ARHGEF19/ABL2/IQSEC1/RASA1/TIAM2/GNA12/DOK2/NOTCH1/ITGB1/EPS8/FARP1/OBSCN/FGD5/FLCN/ELMO1/PSD3/TIAM1/NRG1/DGKI/AUTS2/ABR/VAV2/SQSTM1/PDPN/SPRY1/FBP1/RAB8B/CDC42EP5/ROBO1/KSR2/PLEKHG5/RAB37/HRAS/GRB2/SPATA13/RASA3/PLEKHG7/SPRY4/NF1/RAB40C/ITSN2/NTRK1/ARHGDIG/LYN/CYFIP1/ITGA3/PLEKHG6/WAS/CYTH4/RASAL3/ARFGEF3/RAB17/GPR18/APOE/EPS8L1/RAB25/GPR65/DOK3/FGD2/RASGRP3/F2RL1/RAB26/RAB3B/RASGRP1/GPR35/IQGAP3/EPS8L3/AIF1,112
GO:2000648,GO:2000648,positive regulation of stem cell proliferation,18/812,3.25E-05,0.000429014,0.000295612,PAX6/SIRT6/GLI3/NR2E1/TBX3/DMRTA2/NOTCH1/DRD2/HMGA2/VEGFC/TERT/SHH/LTBP3/OTP/SOX11/PTPRC/EPCAM/CX3CR1,18
GO:0010469,GO:0010469,regulation of signaling receptor activity,32/812,3.41E-05,0.000448775,0.000309229,DKK3/RASGRF1/ACTN2/DKK4/CACNG7/NPTX2/OPRM1/PDE4D/CBLB/CNRIP1/GRIA2/RAMP3/SLURP1/EGF/CBLC/CACNG8/CNIH3/MUC4/CRHBP/CRH/ITGB1/DLG2/GRIA4/DKK2/LY6E/SHANK1/SHANK2/TAL1/NETO1/GREM1/GSG1L/CNIH2/GRIN1/LY6H/PHLDA2/SHISA7/SHISA6/SRC/ARC/SHISA9/GRIN2B/NEFL/CACNG3/GPRC5A/FCGR2B/CCL2/CCR2/EREG/NCF1/PSCA/CLEC12B,51
GO:0002067,GO:0002067,glandular epithelial cell differentiation,20/812,3.53E-05,0.000463254,0.000319205,PAX6/FGFR2/TP63/HNF4A/HOXA5/AGR2/FGF8/BMP4/NKX2-2/ASCL1/NOTCH1/BMP6/NEUROD1/NKX6-1/INSM1/RXRA/DLL1/SPDEF/FOXA1/PDX1,20
GO:0002673,GO:0002673,regulation of acute inflammatory response,20/812,3.53E-05,0.000463254,0.000319205,TAC1/PTGER3/GSTP1/CNR1/IL1B/CCR7/EDNRB/ADCYAP1/TNFRSF11A/OSMR/ADAM8/NPY5R/IL20RB/DNASE1/BTK/FCGR2B/PTGS2/F12/DNASE1L3/TNF,20
GO:0050954,GO:0050954,sensory perception of mechanical stimulus,50/812,3.59E-05,0.000469562,0.000323552,KCNQ1/COL11A1/FGFR1/POU4F3/SLC26A4/MYO3A/CRYM/HOMER2/TRPA1/MYH14/HOXA1/COL1A1/KCNA1/EYA4/SOBP/KCNQ4/EML2/PAX3/SPRY2/TFAP2A/MYO7A/COL2A1/SRRM4/ESPNL/LRIG1/GABRB2/TMC2/CNTN5/POU4F2/SPTBN4/UCN/GJB2/GABRB3/NAV2/KCNE1/TBX1/GABRA5/BACE1/P2RX2/GRM7/NTRK1/COL11A2/USH1C/SLC52A3/CEMIP/MARVELD2/OTOA/TMPRSS3/MYO1A/SLITRK6,50
GO:0035148,GO:0035148,tube formation,46/812,3.61E-05,0.000471677,0.000325009,SOX8/FGFR2/FGF10/CELSR1/PAX2/KDM2B/TSC2/SFRP1/STK3/HOXA1/COBL/LHX2/DVL1/GATA3/FGF8/SUFU/HAND1/WNT6/TWIST1/BMP4/SOX9/PAX8/PODXL/SHROOM3/LMO4/OSR1/GDF7/SFRP2/NOTCH1/ST14/SKI/GRHL3/SHH/RET/GDNF/ZEB2/IRX1/IRX2/SOX11/IRX3/ALX1/PTCH1/TRIM71/GRHL2/SIX4/OVOL2,46
GO:0035418,GO:0035418,protein localization to synapse,30/812,3.69E-05,0.000480492,0.000331083,STX1B/CACNG7/DVL1/NRXN2/KIF17/GHSR/TERF2/SNAP25/ADAM10/MAPK8IP3/CACNG8/DLG2/GRIP1/GRIN2C/SHANK1/GRASP/NETO1/KIF5C/CPLX1/CLSTN1/HRAS/CNIH2/BAIAP2/GRIN1/NRXN1/GPC6/ANKS1B/MAPT/SHISA6/CACNG3,30
GO:0030217,GO:0030217,T cell differentiation,67/812,3.72E-05,0.000484327,0.000333726,CYP26B1/RUNX3/NCAPH2/PRDM1/CBFB/RORA/TBX21/GLI2/NFATC2/SMAD7/LFNG/GLI3/GATA3/ZMIZ1/ZBTB16/TCIRG1/IL23A/CCR6/FOXP1/IL1RL2/LEPR/NKX2-3/RUNX2/BMP4/PAX1/CCR7/BCL11B/PTPN22/DOCK2/IRF4/IL18/ADAM8/CD8A/SH3RF1/CD1D/RUNX1/EOMES/SHH/PIK3CD/BCL2/LEP/EGR3/ZFPM1/SEMA4A/CARD11/MAFB/PTPRC/TNFSF8/ZAP70/TMEM131L/CCR2/SASH3/NCKAP1L/GPR18/FOXJ1/LILRB2/SPINK5/CD3G/IHH/CLEC4E/CLEC4D/RASGRP1/THEMIS/LILRB4/SPN/CD3E/CR1,67
GO:0022037,GO:0022037,metencephalon development,37/812,3.87E-05,0.000502038,0.000345929,CNTN1/SEZ6/RORA/GLI2/NCOA1/LHX5/CBLN1/PTPRS/HOXB1/KCNC1/FAIM2/ASCL1/RERE/PAK1/KLHL1/LMX1A/NEUROD1/EN1/PHOX2A/PTF1A/GBX2/CDK5R2/NEUROD2/BCL2/KNDC1/DAB1/GRIN1/SSTR2/CEND1/DLL1/LHX1/FCGR2B/OTX1/SSTR1/CD3E/AIF1/TRNP1,37
GO:0035725,GO:0035725,sodium ion transmembrane transport,44/812,3.92E-05,0.000507507,0.000349698,HECW1/SLC9A3/TRPM5/TESC/NOS1/FXYD3/SLC9A1/HCN2/SLC17A7/ATP4A/SCNN1A/FGF12/SLC8A2/WNK4/ATP1B2/TRPM4/SLC41A1/SLC24A4/OSR1/FXYD4/ANK3/GPD1L/ATP1A1/HCN1/WNK2/NETO1/SLC20A2/PRKCE/SLC9A4/SLC8A1/ATP4B/SCN8A/SLC34A3/STK39/FXYD7/SCN4A/PTPN3/SLC4A11/PKD2L1/SLC9A2/ATP1A4/KCNK1/ATP1B1/SCN11A,44
GO:0003407,GO:0003407,neural retina development,26/812,3.95E-05,0.000510093,0.00035148,SOX8/TFAP2B/VSX1/CALB1/SLC17A7/NEUROD4/SOX9/RAB11FIP4/ATP8A2/TFAP2A/SIX3/DLX1/SDK1/POU4F2/THY1/MEGF11/NEUROD1/HCN1/PTF1A/DSCAM/PTPRM/IRX5/FJX1/LHX1/USH1C/IHH,26
GO:0030509,GO:0030509,BMP signaling pathway,48/812,3.96E-05,0.00051107,0.000352153,TFAP2B/SMAD7/MAPK3/ZNF423/SMPD3/SFRP1/AMH/COMP/ETV2/DLX5/FGF8/RUNX2/BMP4/SKIL/SORL1/SMAD6/PCSK6/GDF7/DLX1/SFRP2/CRB2/NOTCH1/BMP6/GDF6/SKI/MSX1/BMPER/HTRA1/FBN1/RBPMS2/GREM1/RGMB/SOX11/DAND5/RGMA/NKX2-5/TMPRSS6/VWC2/MYH6/RYR2/SMURF1/BMPR2/ITGA3/MSX2/ID1/GDF15/AMHR2/TOB1,48
GO:0006022,GO:0006022,aminoglycan metabolic process,32/812,4.05E-05,0.000521516,0.000359351,PGLYRP1/EXTL3/CD44/GPC1/SLC9A1/SMPD3/XYLT1/IMPAD1/HAS1/B3GAT1/GCNT2/UST/SDC1/HS3ST2/ITIH5/HS3ST3B1/IL1B/IDUA/NCAN/BCAN/CHST12/EGF/KERA/CSGALNACT1/ANGPT1/ACAN/B4GALT5/PGLYRP2/HS3ST6/EGFLAM/SDC2/CHST11/HPSE2/CHST2/GAL3ST3/B3GNT8/GPC5/CHST15/EXT1/GPC6/HYAL3/AGRN/B3GNT9/CEMIP/CHIT1/STAB2/GALNT5/PGLYRP4/NDNF/B3GNT3/HS3ST5,51
GO:0014072,GO:0014072,response to isoquinoline alkaloid,16/812,4.19E-05,0.000537052,0.000370056,TAC1/OPRK1/GNAO1/PITX3/OPRM1/RGS4/CNR1/FOSB/PRKCG/DRD2/ADCY8/TACR3/PRKCE/GRIN1/PENK/AIF1,16
GO:0043278,GO:0043278,response to morphine,16/812,4.19E-05,0.000537052,0.000370056,TAC1/OPRK1/GNAO1/PITX3/OPRM1/RGS4/CNR1/FOSB/PRKCG/DRD2/ADCY8/TACR3/PRKCE/GRIN1/PENK/AIF1,16
GO:0017158,GO:0017158,regulation of calcium ion-dependent exocytosis,19/812,4.20E-05,0.000537152,0.000370125,CACNA1G/BAIAP3/SYT7/SYT1/CACNA1I/SYT10/GNAI2/SYT5/SYT6/NOTCH1/KCNB1/CDK5R2/RPH3AL/HYAL3/CACNA1H/SYT3/SYT13/STX1A/SYT8,19
GO:0050805,GO:0050805,negative regulation of synaptic transmission,27/812,4.22E-05,0.000539164,0.000371511,CD38/MTMR2/CBLN1/GNAI2/TNR/PCDH17/IL1B/SNCA/DRD2/ADCY8/SORCS3/SLC6A1/DGKI/KCNB1/SHANK2/GRIK3/NPY5R/GRIK2/DRD5/PLA2G6/SORCS2/NPY2R/MAPT/NF1/ARC/PTGS2/LILRB2,27
GO:0042593,GO:0042593,glucose homeostasis,67/812,4.29E-05,0.000546517,0.000376578,PAX6/BAIAP3/NADK/TFAP2B/MLXIPL/PTPRN/MAP4K4/PAX2/SIRT6/AACS/OPRK1/NOX4/HNF4A/PIK3R2/GCK/POMC/LEPR/CNR1/LRP1/VGF/TRPM4/SESN2/ANO1/MTNR1B/RAC1/IGF1R/EPHA5/STAR/CRH/TCF7L2/FOXO1/PTPRN2/SLC16A1/ADCY8/TIAM1/HKDC1/KCNB1/HK2/LRP5/NEUROD1/CARTPT/FOXK1/CYP7A1/IRS1/ASPSCR1/ADRA1B/PRKCE/ADCY5/BRSK2/LEP/ERN1/BHLHA15/RPH3AL/ZBTB20/CSMD1/EFNA5/PLA2G6/PTCH1/NMB/PPP1R3G/PCK1/FOXA2/FOXA1/HNF1A/PDX1/HK3/FOXA3,67
GO:0010832,GO:0010832,negative regulation of myotube differentiation,11/812,4.35E-05,0.000552805,0.000380911,CFLAR/HDAC4/HDAC5/NOTCH1/ANKRD2/BDNF/TRIM72/BHLHA15/NKX2-5/MIR200B/CEACAM5,11
GO:0042310,GO:0042310,vasoconstriction,28/812,4.46E-05,0.000564115,0.000388703,CD38/TBXA2R/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/EDNRB/EGFR/DOCK5/HTR7/ACE/AVPR1A/PTAFR/DRD5/ADRA1B/LEP/HTR1A/SLC8A1/HRH1/BMPR2/PTGS2/ACE2/HTR1D/KEL,28
GO:0060411,GO:0060411,cardiac septum morphogenesis,28/812,4.46E-05,0.000564115,0.000388703,ISL1/FGFR2/SEMA3C/TBX5/SMAD7/FGF8/HAND1/NRP2/TBX2/BMP4/FGFRL1/TBX3/SMAD6/SLIT2/NOTCH1/DHRS3/HEYL/TBX20/ROBO1/ZFPM2/SOX11/ZFPM1/NKX2-5/TBX1/SLIT3/MIR1-1/BMPR2/MSX2,28
GO:0032370,GO:0032370,positive regulation of lipid transport,24/812,4.50E-05,0.000568337,0.000391613,ABCB4/TAC1/GAL/NFKBIA/NTSR1/LIPG/SCP2/FABP3/LRP1/IL1B/SSTR4/ATP8A2/TNFRSF11A/CRH/BMP6/UCN/GALR1/ANXA2/PLA2G6/PTCH1/PLA2G10/P2RX7/APOE/ABCA12,24
GO:0071559,GO:0071559,response to transforming growth factor beta,70/812,4.56E-05,0.000575206,0.000396346,CFLAR/CREBBP/RUNX3/DKK3/FGFR2/ITGA8/NOX4/NLK/PXN/LTBP4/FERMT1/SMAD7/SFRP1/ARHGEF18/COL1A1/SNX25/SOX6/GCNT2/GIPC1/PMEPA1/SOX9/RASL11B/COL4A2/ACVR1B/NKX2-1/SKIL/SMAD6/FBN2/ZFHX3/PRDM16/CGN/PARP1/DLX1/STAR/FLCN/SKI/F11R/ZYX/HPGD/HTRA1/FBN1/SMAD3/LTBP3/NPNT/ONECUT1/FOS/CHST11/PDE3A/CIDEA/SOX11/ZBTB7A/DAND5/PENK/CLDN5/WWOX/SRC/ADAMTSL2/SMURF1/BMPR2/GDF10/ITGA3/ONECUT2/OVOL2/ID1/GDF15/AMHR2/LEFTY2/FOXH1/CX3CR1/HTRA4,70
GO:0006721,GO:0006721,terpenoid metabolic process,39/812,4.61E-05,0.000576971,0.000397562,CYP26B1/GPC1/AKR1B1/CYP26A1/RARRES2/CYP2C18/RBP1/SDC1/LRP1/ALDH1A2/CYP2E1/STRA6/CYP1B1/EGFR/STAR/CRH/NAPEPLD/DHRS3/PLB1/CRABP1/SDC2/SDR16C5/LPL/GPC5/GPC6/AGRN/BCO2/CYP3A5/APOE/HMGCS2/BCO1/CYP2C9/CRABP2/CYP3A4/AKR1B10/AKR1C4/AKR1B15/UGT1A1/UGT1A8,39
GO:0021772,GO:0021772,olfactory bulb development,15/812,4.61E-05,0.000576971,0.000397562,CRTAC1/EFNA2/SALL1/DLX5/LHX2/NR2E1/FEZF1/SLIT2/SKI/EOMES/UNCX/ROBO1/EXT1/CSF1R/SALL3,15
